,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_kpca__degree,param_kpca__gamma,param_kpca__kernel,param_kpca__coef0,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,19.197760423024494,2.4332017497132874,3.4755359490712485,2.857792640512629,,0.3,sigmoid,2,"{'kpca__coef0': 2, 'kpca__gamma': 0.3, 'kpca__kernel': 'sigmoid'}",-10.7,-11.461278750791307,-10.88162059506225,-11.014299781951186,0.32464253066691173,1
1,21.147897084554035,9.204269361442176,1.2738946278889973,0.7444535507885166,,0.5,sigmoid,1,"{'kpca__coef0': 1, 'kpca__gamma': 0.5, 'kpca__kernel': 'sigmoid'}",-10.8457805907173,-11.634311036083561,-11.086305127664064,-11.188798918154975,0.3299735329126409,2
2,29.66958220799764,4.172698074354276,4.018189430236816,1.7850603227427753,,0.3,sigmoid,1,"{'kpca__coef0': 1, 'kpca__gamma': 0.3, 'kpca__kernel': 'sigmoid'}",-10.769620253164558,-11.681367377083774,-11.12175564465077,-11.190914424966367,0.3754179068405381,3
3,39.890504360198975,1.1450920015206523,0.8123150666554769,0.12928428393214,,0.4,sigmoid,2,"{'kpca__coef0': 2, 'kpca__gamma': 0.4, 'kpca__kernel': 'sigmoid'}",-10.765611814345991,-11.744882886684955,-11.079130618273897,-11.196541773101615,0.4083152317662256,4
4,32.760863622029625,6.311389324938042,2.8354700406392417,0.21006789605697385,,0.4,sigmoid,1,"{'kpca__coef0': 1, 'kpca__gamma': 0.4, 'kpca__kernel': 'sigmoid'}",-10.845147679324894,-11.668917493142013,-11.12850812407681,-11.214191098847905,0.3417166035018794,5
5,19.852344512939453,8.544935874306507,0.7321566740671793,0.15789042840360795,,0.5,sigmoid,2,"{'kpca__coef0': 2, 'kpca__gamma': 0.5, 'kpca__kernel': 'sigmoid'}",-10.854852320675105,-11.78033340367166,-11.10360835619329,-11.246264693513352,0.39106003944773887,6
6,25.56294099489848,11.645063293510445,2.092853387196859,1.1730647604335065,,0.3,rbf,,"{'kpca__gamma': 0.3, 'kpca__kernel': 'rbf'}",-12.302531645569621,-11.860308081873812,-11.131040303861575,-11.764626677101669,0.48302117920342974,7
7,25.458101511001587,9.29723726395436,3.259202718734741,0.7223385574232309,,0.4,rbf,,"{'kpca__gamma': 0.4, 'kpca__kernel': 'rbf'}",-12.50464135021097,-12.188014349018781,-11.725047478370964,-12.139234392533572,0.32013149836553867,8
8,35.519275744756065,12.231762534108704,2.256211280822754,0.2812631575324299,,0.5,rbf,,"{'kpca__gamma': 0.5, 'kpca__kernel': 'rbf'}",-12.813291139240507,-12.727157628191602,-12.717661953998734,-12.752703573810281,0.04301690962606603,9
9,27.67625085512797,1.2471921464868043,1.4468014240264893,0.0421405156484805,3,0.5,poly,,"{'kpca__degree': 3, 'kpca__gamma': 0.5, 'kpca__kernel': 'poly'}",-12.701054852320675,-13.120278539776324,-12.735598227474151,-12.85231053985705,0.19000604889897652,10
10,22.057050387064617,8.693329488686775,2.0028770764668784,1.1725397655176357,5,0.3,poly,,"{'kpca__degree': 5, 'kpca__gamma': 0.3, 'kpca__kernel': 'poly'}",-13.175105485232068,-12.980586621650136,-12.454737286347331,-12.870143131076512,0.3042815680129997,11
11,20.087727387746174,1.5826708933053466,1.644420067469279,0.44300271900914795,3,0.4,poly,,"{'kpca__degree': 3, 'kpca__gamma': 0.4, 'kpca__kernel': 'poly'}",-12.745780590717299,-13.146866427516354,-12.763030175142434,-12.885225731125361,0.1851418871148688,12
12,9.129342238108316,3.8898814409544613,3.0352729956309,0.5663942232742882,5,0.5,poly,,"{'kpca__degree': 5, 'kpca__gamma': 0.5, 'kpca__kernel': 'poly'}",-13.210548523206752,-12.939649715129773,-12.514665541253429,-12.888287926529983,0.28640508158805345,13
13,33.70278271039327,15.146458199619557,4.567031383514404,1.8503322560319495,5,0.4,poly,,"{'kpca__degree': 5, 'kpca__gamma': 0.4, 'kpca__kernel': 'poly'}",-13.218776371308017,-12.948934374340578,-12.51529858619962,-12.894336443949404,0.28977686707477024,14
14,21.73392923672994,2.595183494257597,2.642735719680786,0.9482754748920366,3,0.3,poly,,"{'kpca__degree': 3, 'kpca__gamma': 0.3, 'kpca__kernel': 'poly'}",-12.790084388185655,-13.182527959485123,-12.761975100232117,-12.911529149300966,0.1919683990630327,15
15,36.41758902867635,4.642893230424176,2.99332857131958,1.4971576415440673,,1,rbf,,"{'kpca__gamma': 1, 'kpca__kernel': 'rbf'}",-15.196413502109705,-15.54758387845537,-15.24688752901456,-15.330294969859878,0.15502206121917636,16
